layer,head,cell,rsa_max,perturbation_L2,importance_quartile
2,7,D,0.21811088919639587,1.2364716529846191,Q1
2,8,D,0.47731494903564453,0.9474272727966309,Q2
2,9,D,0.47294849157333374,0.8592367172241211,Q2
2,10,D,0.40315067768096924,0.7911033034324646,Q1
2,11,D,0.4854610562324524,1.0005033016204834,Q2
2,12,D,0.4202631711959839,0.5758238434791565,Q1
2,13,D,0.3884229362010956,0.3080132305622101,Q1
2,14,D,0.4780450165271759,1.0378130674362183,Q2
2,15,D,0.36732298135757446,0.6991463303565979,Q1
3,0,D,0.2900353670120239,0.4622707664966583,Q1
3,1,D,0.4809253513813019,0.30720385909080505,Q2
3,2,D,0.05583667755126953,0.18472401797771454,Q1
3,3,D,0.17007052898406982,0.5122365951538086,Q1
3,4,D,0.43416911363601685,0.4843217730522156,Q2
3,5,D,0.4883425533771515,0.37360483407974243,Q2
3,6,D,0.4284823536872864,0.44870254397392273,Q1
3,7,D,0.30527809262275696,0.2533033788204193,Q1
3,8,D,0.481689989566803,1.4544341564178467,Q2
3,9,D,0.49148029088974,0.9043166041374207,Q2
3,10,D,0.48739200830459595,0.5212612152099609,Q2
3,11,D,0.3581654727458954,0.264666885137558,Q1
3,12,D,0.4850742816925049,1.669757604598999,Q2
3,13,D,0.4931526780128479,0.6819522976875305,Q2
3,14,D,0.30428290367126465,0.04924013838171959,Q1
3,15,D,0.46261805295944214,0.8399057388305664,Q2
4,0,D,0.42546895146369934,1.684956431388855,Q1
4,1,D,0.4810284972190857,1.2353068590164185,Q2
4,2,D,0.47435227036476135,0.7708346247673035,Q2
4,3,D,0.48698100447654724,0.7271825075149536,Q2
4,4,D,0.3998422622680664,1.3882710933685303,Q1
4,5,D,0.4864857792854309,1.67239511013031,Q2
4,6,D,0.2925928831100464,0.6078141331672668,Q1
4,7,D,0.3657016158103943,0.32228368520736694,Q1
4,8,D,0.37742286920547485,0.16219140589237213,Q1
4,9,D,0.4933905005455017,0.6244946122169495,Q2
4,10,D,0.4875645637512207,0.992162823677063,Q2
4,11,D,0.09509942680597305,0.509181022644043,Q1
4,12,D,0.48149433732032776,0.6764041185379028,Q2
4,13,D,0.44203802943229675,0.16729365289211273,Q2
4,14,D,0.1359686553478241,0.1999978870153427,Q1
4,15,C,0.48450571298599243,4.308262348175049,Q2
5,0,D,0.3237359821796417,0.5291454792022705,Q1
5,1,D,0.14426644146442413,0.9623992443084717,Q1
5,2,C,0.4870641231536865,1.902784824371338,Q2
5,3,C,0.5042603015899658,2.0029780864715576,Q2
5,4,D,0.4609561562538147,0.18733318150043488,Q2
5,5,C,0.4895869493484497,2.693155527114868,Q2
5,6,C,0.4365342855453491,2.2367682456970215,Q2
5,7,D,0.22224120795726776,0.2560397684574127,Q1
5,8,D,0.48882585763931274,1.7526510953903198,Q2
5,9,C,0.4910082221031189,2.4922986030578613,Q2
5,10,D,0.4800946116447449,0.5150948166847229,Q2
5,11,D,0.24460697174072266,0.8638710975646973,Q1
5,12,C,0.5042635202407837,3.326747417449951,Q2
5,13,D,0.2970471680164337,1.4748179912567139,Q1
5,14,D,0.4985516369342804,0.5978690385818481,Q2
5,15,C,0.37564170360565186,2.9570279121398926,Q1
6,0,D,0.4310976564884186,1.028511643409729,Q1
6,1,D,0.32179927825927734,0.9692957997322083,Q1
6,2,hilp,0.7428646087646484,0.7273330092430115,Q4
6,3,hilp,0.520268440246582,1.3080345392227173,Q3
6,4,D,0.47119641304016113,0.3352227210998535,Q2
6,5,D,0.48876747488975525,0.9746568202972412,Q2
6,6,hilp,0.554898738861084,0.8250660300254822,Q3
6,7,D,0.26650115847587585,0.654816746711731,Q1
6,8,D,0.4889777600765228,1.1662179231643677,Q2
6,9,D,0.48662060499191284,1.0308235883712769,Q2
6,10,hilp,0.5196889638900757,0.910054624080658,Q3
6,11,D,0.5005925893783569,1.0371472835540771,Q2
6,12,D,0.35128316283226013,1.472773790359497,Q1
6,13,D,0.48722171783447266,1.4517996311187744,Q2
6,14,D,0.48528414964675903,1.4936455488204956,Q2
6,15,D,0.49213317036628723,0.49899131059646606,Q2
7,0,D,0.2147708386182785,0.1458050161600113,Q1
7,1,D,0.46046048402786255,1.6231248378753662,Q2
7,2,C,0.49458038806915283,2.5228264331817627,Q2
7,3,D,0.4273509085178375,0.4134722054004669,Q1
