layer,head,perturbation_L2
5,8,1.7526510953903198
5,9,2.4922986030578613
5,10,0.5150948166847229
5,11,0.8638710975646973
5,12,3.326747417449951
5,13,1.4748179912567139
5,14,0.5978690385818481
5,15,2.9570279121398926
6,0,1.028511643409729
6,1,0.9692957997322083
6,2,0.7273330092430115
6,3,1.3080345392227173
6,4,0.3352227210998535
6,5,0.9746568202972412
6,6,0.8250660300254822
6,7,0.654816746711731
6,8,1.1662179231643677
6,9,1.0308235883712769
6,10,0.910054624080658
6,11,1.0371472835540771
6,12,1.472773790359497
6,13,1.4517996311187744
6,14,1.4936455488204956
6,15,0.49899131059646606
7,0,0.1458050161600113
7,1,1.6231248378753662
7,2,2.5228264331817627
7,3,0.4134722054004669
7,4,0.6996508240699768
7,5,0.440496027469635
7,6,1.3470271825790405
7,7,1.8504209518432617
7,8,1.673103928565979
7,9,1.9414849281311035
7,10,0.135518878698349
7,11,0.009985964745283127
7,12,2.056206703186035
7,13,1.543065071105957
7,14,1.833747148513794
7,15,1.6326888799667358
8,0,1.1342217922210693
8,1,1.3656593561172485
8,2,2.1509346961975098
8,3,1.27588951587677
8,4,0.4097992181777954
8,5,0.9130285978317261
8,6,0.9196881651878357
8,7,0.7347418665885925
8,8,0.7031159996986389
8,9,1.167683482170105
8,10,4.189791202545166
8,11,1.235469102859497
8,12,2.012350559234619
8,13,0.8430511951446533
8,14,0.4727781414985657
8,15,0.9597728252410889
9,0,1.9001047611236572
9,1,1.4053802490234375
9,2,0.7319859862327576
9,3,0.29764387011528015
9,4,0.35505759716033936
9,5,2.622694730758667
9,6,0.911361038684845
9,7,7.03560733795166
9,8,4.295592308044434
9,9,2.908867120742798
9,10,1.3608707189559937
9,11,0.6780292391777039
9,12,1.1438814401626587
9,13,1.4032983779907227
9,14,2.3795645236968994
9,15,1.3812295198440552
10,0,1.051778793334961
10,1,0.6551899909973145
10,2,0.9708532691001892
10,3,4.284541130065918
10,4,1.248498797416687
10,5,1.1384618282318115
10,6,1.1540753841400146
10,7,1.5201258659362793
10,8,2.8635082244873047
10,9,2.4019038677215576
10,10,0.7032908201217651
10,11,0.9396615624427795
10,12,0.9161282777786255
10,13,1.7231340408325195
10,14,1.6378891468048096
10,15,0.8832513689994812
11,0,0.8818548917770386
11,1,1.2455140352249146
11,2,1.7714149951934814
11,3,0.6870163083076477
11,4,2.332029104232788
11,5,2.45831561088562
11,6,0.699336588382721
11,7,1.1165393590927124
11,8,1.5576518774032593
11,9,1.8702116012573242
11,10,1.0132763385772705
11,11,0.08307065814733505
11,12,2.380981922149658
11,13,1.2593977451324463
11,14,1.669790506362915
11,15,1.1543794870376587
12,0,3.590052366256714
12,1,2.1111671924591064
12,2,4.529732704162598
12,3,1.6087772846221924
12,4,5.208049774169922
12,5,0.5114302635192871
12,6,2.352198362350464
12,7,2.111309289932251
12,8,1.0266066789627075
12,9,1.7979191541671753
12,10,0.46446937322616577
12,11,0.7298696041107178
12,12,1.3547455072402954
12,13,1.424211025238037
12,14,0.9432049989700317
12,15,2.6513819694519043
13,0,3.7097201347351074
13,1,1.9961220026016235
13,2,2.0540783405303955
13,3,1.8233437538146973
13,4,0.4244454801082611
13,5,1.130828857421875
13,6,3.1806530952453613
13,7,0.08268634974956512
13,8,2.1537070274353027
13,9,2.569620370864868
13,10,2.9430720806121826
