group,ratio,k,k_actual,trial_id,delta_target_signed,delta_target_abs
C_pert_desc,0.01,2205,2205,36,-0.679688,0.679688
C_pert_desc,0.01,2205,2205,37,0.171875,0.171875
C_pert_desc,0.01,2205,2205,38,0.285156,0.285156
C_pert_desc,0.01,2205,2205,39,0.056641,0.056641
C_pert_desc,0.01,2205,2205,40,0.09375,0.09375
C_pert_desc,0.01,2205,2205,41,-0.640625,0.640625
C_pert_desc,0.01,2205,2205,42,0.0625,0.0625
C_pert_desc,0.01,2205,2205,43,-0.003906,0.003906
C_pert_desc,0.01,2205,2205,44,0.113281,0.113281
C_pert_desc,0.01,2205,2205,45,0.095703,0.095703
C_pert_desc,0.01,2205,2205,46,-0.3125,0.3125
C_pert_desc,0.01,2205,2205,47,0.078125,0.078125
C_pert_desc,0.01,2205,2205,48,-0.210938,0.210938
C_pert_desc,0.01,2205,2205,49,-0.867188,0.867188
D_imp_asc,0.01,2205,2205,0,-0.003906,0.003906
D_imp_asc,0.01,2205,2205,1,0.03125,0.03125
D_imp_asc,0.01,2205,2205,2,-0.023438,0.023438
D_imp_asc,0.01,2205,2205,3,-0.027344,0.027344
D_imp_asc,0.01,2205,2205,4,-0.011719,0.011719
D_imp_asc,0.01,2205,2205,5,0.003906,0.003906
D_imp_asc,0.01,2205,2205,6,0.0,0.0
D_imp_asc,0.01,2205,2205,7,0.003906,0.003906
D_imp_asc,0.01,2205,2205,8,-0.007812,0.007812
D_imp_asc,0.01,2205,2205,9,-0.003906,0.003906
D_imp_asc,0.01,2205,2205,10,-0.03125,0.03125
D_imp_asc,0.01,2205,2205,11,0.054688,0.054688
D_imp_asc,0.01,2205,2205,12,-0.039062,0.039062
D_imp_asc,0.01,2205,2205,13,0.023438,0.023438
D_imp_asc,0.01,2205,2205,14,-0.023438,0.023438
D_imp_asc,0.01,2205,2205,15,0.013672,0.013672
D_imp_asc,0.01,2205,2205,16,0.078125,0.078125
D_imp_asc,0.01,2205,2205,17,-0.023438,0.023438
D_imp_asc,0.01,2205,2205,18,-0.054688,0.054688
D_imp_asc,0.01,2205,2205,19,-0.039062,0.039062
D_imp_asc,0.01,2205,2205,20,0.013672,0.013672
D_imp_asc,0.01,2205,2205,21,0.09375,0.09375
D_imp_asc,0.01,2205,2205,22,-0.011719,0.011719
D_imp_asc,0.01,2205,2205,23,-0.035156,0.035156
D_imp_asc,0.01,2205,2205,24,-0.033203,0.033203
D_imp_asc,0.01,2205,2205,25,0.039062,0.039062
D_imp_asc,0.01,2205,2205,26,0.023438,0.023438
D_imp_asc,0.01,2205,2205,27,0.050781,0.050781
D_imp_asc,0.01,2205,2205,28,-0.070312,0.070312
D_imp_asc,0.01,2205,2205,29,-0.023438,0.023438
D_imp_asc,0.01,2205,2205,30,0.039062,0.039062
D_imp_asc,0.01,2205,2205,31,0.039062,0.039062
D_imp_asc,0.01,2205,2205,32,-0.015625,0.015625
D_imp_asc,0.01,2205,2205,33,0.03125,0.03125
D_imp_asc,0.01,2205,2205,34,-0.074219,0.074219
D_imp_asc,0.01,2205,2205,35,0.019531,0.019531
D_imp_asc,0.01,2205,2205,36,0.023438,0.023438
D_imp_asc,0.01,2205,2205,37,0.003906,0.003906
D_imp_asc,0.01,2205,2205,38,-0.132812,0.132812
D_imp_asc,0.01,2205,2205,39,-0.039062,0.039062
D_imp_asc,0.01,2205,2205,40,-0.007812,0.007812
D_imp_asc,0.01,2205,2205,41,0.046875,0.046875
D_imp_asc,0.01,2205,2205,42,-0.054688,0.054688
D_imp_asc,0.01,2205,2205,43,0.066406,0.066406
D_imp_asc,0.01,2205,2205,44,-0.058594,0.058594
D_imp_asc,0.01,2205,2205,45,-0.027344,0.027344
D_imp_asc,0.01,2205,2205,46,-0.0625,0.0625
D_imp_asc,0.01,2205,2205,47,-0.027344,0.027344
D_imp_asc,0.01,2205,2205,48,-0.054688,0.054688
D_imp_asc,0.01,2205,2205,49,0.015625,0.015625
D_pert_asc,0.01,2205,2205,0,0.007812,0.007812
D_pert_asc,0.01,2205,2205,1,0.0,0.0
D_pert_asc,0.01,2205,2205,2,0.011719,0.011719
D_pert_asc,0.01,2205,2205,3,0.003906,0.003906
D_pert_asc,0.01,2205,2205,4,0.003906,0.003906
D_pert_asc,0.01,2205,2205,5,0.011719,0.011719
D_pert_asc,0.01,2205,2205,6,0.007812,0.007812
D_pert_asc,0.01,2205,2205,7,0.019531,0.019531
D_pert_asc,0.01,2205,2205,8,0.003906,0.003906
D_pert_asc,0.01,2205,2205,9,0.0,0.0
D_pert_asc,0.01,2205,2205,10,-0.003906,0.003906
D_pert_asc,0.01,2205,2205,11,-0.007812,0.007812
D_pert_asc,0.01,2205,2205,12,0.0,0.0
D_pert_asc,0.01,2205,2205,13,-0.007812,0.007812
D_pert_asc,0.01,2205,2205,14,0.003906,0.003906
D_pert_asc,0.01,2205,2205,15,0.007812,0.007812
D_pert_asc,0.01,2205,2205,16,0.0,0.0
D_pert_asc,0.01,2205,2205,17,0.003906,0.003906
D_pert_asc,0.01,2205,2205,18,0.0,0.0
D_pert_asc,0.01,2205,2205,19,0.0,0.0
D_pert_asc,0.01,2205,2205,20,0.005859,0.005859
D_pert_asc,0.01,2205,2205,21,0.0,0.0
D_pert_asc,0.01,2205,2205,22,0.003906,0.003906
D_pert_asc,0.01,2205,2205,23,0.0,0.0
D_pert_asc,0.01,2205,2205,24,0.0,0.0
D_pert_asc,0.01,2205,2205,25,0.003906,0.003906
D_pert_asc,0.01,2205,2205,26,0.015625,0.015625
D_pert_asc,0.01,2205,2205,27,0.003906,0.003906
D_pert_asc,0.01,2205,2205,28,0.003906,0.003906
D_pert_asc,0.01,2205,2205,29,0.0,0.0
D_pert_asc,0.01,2205,2205,30,0.003906,0.003906
D_pert_asc,0.01,2205,2205,31,0.007812,0.007812
D_pert_asc,0.01,2205,2205,32,-0.003906,0.003906
D_pert_asc,0.01,2205,2205,33,0.007812,0.007812
D_pert_asc,0.01,2205,2205,34,0.007812,0.007812
D_pert_asc,0.01,2205,2205,35,0.0,0.0
D_pert_asc,0.01,2205,2205,36,0.0,0.0
D_pert_asc,0.01,2205,2205,37,-0.003906,0.003906
D_pert_asc,0.01,2205,2205,38,-0.011719,0.011719
D_pert_asc,0.01,2205,2205,39,-0.003906,0.003906
D_pert_asc,0.01,2205,2205,40,0.017578,0.017578
D_pert_asc,0.01,2205,2205,41,-0.007812,0.007812
D_pert_asc,0.01,2205,2205,42,0.0,0.0
D_pert_asc,0.01,2205,2205,43,0.003906,0.003906
D_pert_asc,0.01,2205,2205,44,0.0,0.0
D_pert_asc,0.01,2205,2205,45,0.001953,0.001953
D_pert_asc,0.01,2205,2205,46,0.0,0.0
D_pert_asc,0.01,2205,2205,47,0.0,0.0
D_pert_asc,0.01,2205,2205,48,0.007812,0.007812
D_pert_asc,0.01,2205,2205,49,0.0,0.0
D_pert_desc,0.01,2205,2205,0,0.009766,0.009766
D_pert_desc,0.01,2205,2205,1,0.023438,0.023438
D_pert_desc,0.01,2205,2205,2,0.0,0.0
