trial_id,cell,ordering,ratio,k,k_actual,argmax_preserved,target_preserved_top1,patched_argmax_id,patched_target_rank,patched_target_logit,patched_competitor_logit,patched_margin,clean_target_logit,delta_target_logit
P108_10032,hilp,hilp_imp_asc,0.5,992,215,True,False,9265,2,27.25,5.59375,21.65625,25.25,2.0
P108_10032,C,C_imp_asc,0.05,99,99,True,False,9265,5,24.875,4.8125,20.0625,25.25,-0.375
P108_10032,C,C_imp_asc,0.1,198,198,True,False,9265,5,25.875,4.5625,21.3125,25.25,0.625
P108_10032,C,C_imp_asc,0.2,396,252,True,False,9265,5,25.5,4.40625,21.09375,25.25,0.25
P108_10032,C,C_imp_asc,0.3,595,252,True,False,9265,5,25.5,4.40625,21.09375,25.25,0.25
P108_10032,C,C_imp_asc,0.5,992,252,True,False,9265,5,25.5,4.40625,21.09375,25.25,0.25
P108_10032,D,D_imp_asc,0.05,99,99,True,False,9265,5,25.125,4.65625,20.46875,25.25,-0.125
P108_10032,D,D_imp_asc,0.1,198,198,True,False,9265,5,24.875,4.40625,20.46875,25.25,-0.375
P108_10032,D,D_imp_asc,0.2,396,396,True,False,9265,5,25.5,4.46875,21.03125,25.25,0.25
P108_10032,D,D_imp_asc,0.3,595,595,True,False,9265,5,25.875,5.21875,20.65625,25.25,0.625
P108_10032,D,D_imp_asc,0.5,992,777,True,False,9265,3,27.0,5.25,21.75,25.25,1.75
P108_10064,hihp,hihp_imp_desc,0.05,99,99,False,False,506,8,19.625,21.875,-2.25,26.375,-6.75
P108_10064,hihp,hihp_imp_desc,0.1,198,198,False,False,506,268,14.4375,22.125,-7.6875,26.375,-11.9375
P108_10064,hihp,hihp_imp_desc,0.2,396,396,False,False,506,375,13.75,22.375,-8.625,26.375,-12.625
P108_10064,hihp,hihp_imp_desc,0.3,595,595,False,False,506,955,12.25,22.625,-10.375,26.375,-14.125
P108_10064,hihp,hihp_imp_desc,0.5,992,740,False,False,506,2458,9.1875,17.0,-7.8125,26.375,-17.1875
P108_10064,hihp,hihp_imp_asc,0.05,99,99,True,True,6475,1,26.375,9.75,16.625,26.375,0.0
P108_10064,hihp,hihp_imp_asc,0.1,198,198,True,True,6475,1,26.625,10.0,16.625,26.375,0.25
P108_10064,hihp,hihp_imp_asc,0.2,396,396,True,True,6475,1,26.875,10.8125,16.0625,26.375,0.5
P108_10064,hihp,hihp_imp_asc,0.3,595,595,True,True,6475,1,25.0,14.3125,10.6875,26.375,-1.375
P108_10064,hihp,hihp_imp_asc,0.5,992,740,False,False,506,2458,9.1875,17.0,-7.8125,26.375,-17.1875
P108_10064,hilp,hilp_imp_desc,0.05,99,99,True,True,6475,1,25.625,9.125,16.5,26.375,-0.75
P108_10064,hilp,hilp_imp_desc,0.1,198,198,True,True,6475,1,25.5,9.0,16.5,26.375,-0.875
P108_10064,hilp,hilp_imp_desc,0.2,396,215,True,True,6475,1,25.5,9.0,16.5,26.375,-0.875
P108_10064,hilp,hilp_imp_desc,0.3,595,215,True,True,6475,1,25.5,9.0,16.5,26.375,-0.875
P108_10064,hilp,hilp_imp_desc,0.5,992,215,True,True,6475,1,25.5,9.0,16.5,26.375,-0.875
P108_10064,hilp,hilp_imp_asc,0.05,99,99,True,True,6475,1,26.25,10.0625,16.1875,26.375,-0.125
P108_10064,hilp,hilp_imp_asc,0.1,198,198,True,True,6475,1,25.75,9.5625,16.1875,26.375,-0.625
P108_10064,hilp,hilp_imp_asc,0.2,396,215,True,True,6475,1,25.5,9.0,16.5,26.375,-0.875
P108_10064,hilp,hilp_imp_asc,0.3,595,215,True,True,6475,1,25.5,9.0,16.5,26.375,-0.875
P108_10064,hilp,hilp_imp_asc,0.5,992,215,True,True,6475,1,25.5,9.0,16.5,26.375,-0.875
P108_10064,C,C_imp_asc,0.05,99,99,True,True,6475,1,26.25,10.5,15.75,26.375,-0.125
P108_10064,C,C_imp_asc,0.1,198,198,True,True,6475,1,26.375,10.5625,15.8125,26.375,0.0
P108_10064,C,C_imp_asc,0.2,396,252,True,True,6475,1,26.125,10.4375,15.6875,26.375,-0.25
P108_10064,C,C_imp_asc,0.3,595,252,True,True,6475,1,26.125,10.4375,15.6875,26.375,-0.25
P108_10064,C,C_imp_asc,0.5,992,252,True,True,6475,1,26.125,10.4375,15.6875,26.375,-0.25
